ride_date,num_rides,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month,dow_Monday,dow_Saturday,dow_Sunday,dow_Thursday,dow_Tuesday,dow_Wednesday,year,days_since_launch,temp_sq,is_weekend,rained
2014-08-08,34073,74.0,82.9,66.0,7.1,0.0,Friday,8,False,False,False,False,False,False,2014,403,5476.0,0,0
2014-08-09,31636,77.5,87.1,66.0,4.0,0.0,Saturday,8,False,True,False,False,False,False,2014,404,6006.25,1,0
2014-08-10,26749,78.9,87.1,70.0,4.8,0.0,Sunday,8,False,False,True,False,False,False,2014,405,6225.210000000001,1,0
2014-08-11,33664,79.7,87.1,71.1,5.9,0.0,Monday,8,True,False,False,False,False,False,2014,406,6352.09,0,0
2014-08-12,26261,75.5,87.1,72.0,11.1,0.0,Tuesday,8,False,False,False,False,True,False,2014,407,5700.25,0,0
2014-08-13,27977,73.4,86.0,68.0,13.5,0.77,Wednesday,8,False,False,False,False,False,True,2014,408,5387.56,0,1
2014-08-14,35154,72.0,86.0,64.0,11.6,0.15,Thursday,8,False,False,False,True,False,False,2014,409,5184.0,0,1
2014-08-15,32480,69.6,79.0,63.0,9.2,0.0,Friday,8,False,False,False,False,False,False,2014,410,4844.159999999999,0,0
2014-08-16,32017,71.7,79.0,63.0,7.1,0.0,Saturday,8,False,True,False,False,False,False,2014,411,5140.89,1,0
2014-08-17,27417,74.7,82.9,66.0,7.7,0.0,Sunday,8,False,False,True,False,False,False,2014,412,5580.09,1,0
2014-08-18,34339,72.6,82.9,64.0,8.8,0.01,Monday,8,True,False,False,False,False,False,2014,413,5270.759999999999,0,1
2014-08-19,35367,72.5,81.0,64.0,6.9,0.0,Tuesday,8,False,False,False,False,True,False,2014,414,5256.25,0,0
2014-08-20,35532,75.4,84.0,64.9,6.2,0.0,Wednesday,8,False,False,False,False,False,True,2014,415,5685.160000000001,0,0
2014-08-21,33804,75.0,84.0,69.1,6.3,0.07,Thursday,8,False,False,False,True,False,False,2014,416,5625.0,0,1
2014-08-22,30406,71.2,81.0,64.0,7.6,1.2,Friday,8,False,False,False,False,False,False,2014,417,5069.4400000000005,0,1
2014-08-23,26429,70.1,75.9,66.9,8.2,0.04,Saturday,8,False,True,False,False,False,False,2014,418,4914.009999999999,1,1
2014-08-24,27493,72.0,80.1,64.9,6.2,0.0,Sunday,8,False,False,True,False,False,False,2014,419,5184.0,1,0
2014-08-25,32892,75.4,86.0,64.9,4.4,0.0,Monday,8,True,False,False,False,False,False,2014,420,5685.160000000001,0,0
2014-08-26,34519,79.0,86.0,68.0,4.6,0.0,Tuesday,8,False,False,False,False,True,False,2014,421,6241.0,0,0
2014-08-27,33721,79.0,89.1,71.1,7.0,0.0,Wednesday,8,False,False,False,False,False,True,2014,422,6241.0,0,0
2014-08-28,33927,76.5,89.1,70.0,8.9,0.0,Thursday,8,False,False,False,True,False,False,2014,423,5852.25,0,0
2014-08-29,31264,70.3,80.1,64.0,8.0,0.0,Friday,8,False,False,False,False,False,False,2014,424,4942.089999999999,0,0
2014-08-30,22689,71.7,79.0,64.0,6.7,0.0,Saturday,8,False,True,False,False,False,False,2014,425,5140.89,1,0
2014-08-31,18053,77.4,91.9,66.9,9.4,0.0,Sunday,8,False,False,True,False,False,False,2014,426,5990.760000000001,1,0
2014-09-01,23575,80.3,91.9,73.0,5.6,0.79,Monday,9,True,False,False,False,False,False,2014,427,6448.089999999999,0,1
2014-09-02,30507,84.3,93.0,75.9,6.8,0.0,Tuesday,9,False,False,False,False,True,False,2014,428,7106.49,0,0
2014-09-03,35535,80.2,93.0,73.0,9.6,0.0,Wednesday,9,False,False,False,False,False,True,2014,429,6432.040000000001,0,0
2014-09-04,36496,78.5,86.0,71.1,6.1,0.0,Thursday,9,False,False,False,True,False,False,2014,430,6162.25,0,0
2014-09-05,34831,78.3,86.0,71.1,8.0,0.0,Friday,9,False,False,False,False,False,False,2014,431,6130.889999999999,0,0
2014-09-06,25833,80.8,91.0,73.0,8.0,0.0,Saturday,9,False,True,False,False,False,False,2014,432,6528.639999999999,1,0
2014-09-07,29721,73.1,91.0,66.0,8.2,0.21,Sunday,9,False,False,True,False,False,False,2014,433,5343.609999999999,1,1
2014-09-08,34335,71.0,80.1,64.9,9.4,0.0,Monday,9,True,False,False,False,False,False,2014,434,5041.0,0,0
2014-09-09,34518,68.1,77.0,64.0,12.5,0.0,Tuesday,9,False,False,False,False,True,False,2014,435,4637.61,0,0
2014-09-10,37653,68.5,75.0,62.6,9.3,0.0,Wednesday,9,False,False,False,False,False,True,2014,436,4692.25,0,0
2014-09-11,37081,73.8,84.0,63.0,9.1,0.0,Thursday,9,False,False,False,True,False,False,2014,437,5446.44,0,0
2014-09-12,37204,70.6,84.0,63.0,9.6,0.0,Friday,9,False,False,False,False,False,False,2014,438,4984.359999999999,0,0
2014-09-13,17293,65.1,71.1,60.8,10.5,0.0,Saturday,9,False,True,False,False,False,False,2014,439,4238.009999999999,1,0
2014-09-14,28688,62.1,71.1,55.0,7.4,0.19,Sunday,9,False,False,True,False,False,False,2014,440,3856.4100000000003,1,1
2014-09-15,35045,63.6,73.0,55.0,6.5,0.0,Monday,9,True,False,False,False,False,False,2014,441,4044.96,0,0
2014-09-16,25633,63.9,73.0,55.0,5.6,0.01,Tuesday,9,False,False,False,False,True,False,2014,442,4083.21,0,1
2014-09-17,37453,65.9,73.0,57.9,4.3,0.41,Wednesday,9,False,False,False,False,False,True,2014,443,4342.81,0,1
2014-09-18,37381,67.6,75.0,59.0,4.6,0.0,Thursday,9,False,False,False,True,False,False,2014,444,4569.759999999999,0,0
2014-09-19,34713,62.1,75.0,55.0,10.3,0.0,Friday,9,False,False,False,False,False,False,2014,445,3856.4100000000003,0,0
2014-09-20,30011,65.0,73.9,55.0,9.1,0.0,Saturday,9,False,True,False,False,False,False,2014,446,4225.0,1,0
2014-09-21,26080,70.4,77.0,57.9,3.5,0.21,Sunday,9,False,False,True,False,False,False,2014,447,4956.160000000001,1,1
2014-09-22,33239,68.8,77.0,61.0,11.1,0.0,Monday,9,True,False,False,False,False,False,2014,448,4733.44,0,0
2014-09-23,36347,60.9,73.0,54.0,7.0,0.0,Tuesday,9,False,False,False,False,True,False,2014,449,3708.81,0,0
2014-09-24,35481,65.0,73.0,54.0,8.1,0.0,Wednesday,9,False,False,False,False,False,True,2014,450,4225.0,0,0
2014-09-25,16650,62.6,70.0,57.9,13.0,0.02,Thursday,9,False,False,False,True,False,False,2014,451,3918.76,0,1
2014-09-26,35116,66.4,77.0,57.9,7.0,0.15,Friday,9,False,False,False,False,False,False,2014,452,4408.960000000001,0,1
2014-09-27,30193,72.6,82.9,60.1,3.6,0.0,Saturday,9,False,True,False,False,False,False,2014,453,5270.759999999999,1,0
2014-09-28,29021,73.4,84.0,64.9,3.2,0.0,Sunday,9,False,False,True,False,False,False,2014,454,5387.56,1,0
2014-09-29,33161,72.7,84.0,64.9,4.1,0.0,Monday,9,True,False,False,False,False,False,2014,455,5285.29,0,0
2014-09-30,35093,69.0,73.9,64.4,6.2,0.0,Tuesday,9,False,False,False,False,True,False,2014,456,4761.0,0,0
2014-10-01,27942,63.3,66.2,60.8,8.4,0.04,Wednesday,10,False,False,False,False,False,True,2014,457,4006.8899999999994,0,1
2014-10-02,34492,63.3,68.0,60.1,9.1,0.0,Thursday,10,False,False,False,True,False,False,2014,458,4006.8899999999994,0,0
2014-10-03,34944,62.4,69.1,57.0,6.8,0.0,Friday,10,False,False,False,False,False,False,2014,459,3893.7599999999998,0,0
2014-10-04,13354,65.0,71.1,57.0,10.0,0.07,Saturday,10,False,True,False,False,False,False,2014,460,4225.0,1,1
2014-10-05,23456,54.2,71.1,46.9,12.2,0.98,Sunday,10,False,False,True,False,False,False,2014,461,2937.6400000000003,1,1
2014-10-06,31742,59.2,71.1,46.9,8.5,0.0,Monday,10,True,False,False,False,False,False,2014,462,3504.6400000000003,0,0
2014-10-07,32892,67.1,72.0,51.1,11.4,0.0,Tuesday,10,False,False,False,False,True,False,2014,463,4502.409999999999,0,0
2014-10-08,33607,67.6,73.0,64.0,13.5,0.06,Wednesday,10,False,False,False,False,False,True,2014,464,4569.759999999999,0,1
2014-10-09,32203,64.2,73.0,57.9,12.6,0.03,Thursday,10,False,False,False,True,False,False,2014,465,4121.64,0,1
2014-10-10,30887,60.3,69.1,54.0,6.5,0.0,Friday,10,False,False,False,False,False,False,2014,466,3636.0899999999997,0,0
2014-10-11,12965,56.2,62.1,51.8,6.2,0.13,Saturday,10,False,True,False,False,False,False,2014,467,3158.4400000000005,1,1
2014-10-12,23394,55.1,62.1,48.9,5.3,0.2,Sunday,10,False,False,True,False,False,False,2014,468,3036.01,1,1
2014-10-13,22752,58.8,66.0,48.9,4.4,0.0,Monday,10,True,False,False,False,False,False,2014,469,3457.4399999999996,0,0
2014-10-14,32614,67.6,75.9,53.1,8.5,0.03,Tuesday,10,False,False,False,False,True,False,2014,470,4569.759999999999,0,1
2014-10-15,28743,71.9,78.1,64.0,12.9,0.0,Wednesday,10,False,False,False,False,False,True,2014,471,5169.610000000001,0,0
2014-10-16,26754,69.8,78.1,64.9,11.0,0.72,Thursday,10,False,False,False,True,False,False,2014,472,4872.04,0,1
2014-10-17,34132,65.8,72.0,61.0,8.7,0.08,Friday,10,False,False,False,False,False,False,2014,473,4329.639999999999,0,1
2014-10-18,24978,64.1,72.0,60.1,8.9,0.0,Saturday,10,False,True,False,False,False,False,2014,474,4108.8099999999995,1,0
2014-10-19,18840,54.5,70.0,48.0,14.8,0.0,Sunday,10,False,False,True,False,False,False,2014,475,2970.25,1,0
2014-10-20,27914,49.8,61.0,44.1,8.4,0.0,Monday,10,True,False,False,False,False,False,2014,476,2480.0399999999995,0,0
2014-10-21,31330,60.0,68.0,44.1,5.6,0.0,Tuesday,10,False,False,False,False,True,False,2014,477,3600.0,0,0
2014-10-22,9169,57.0,68.0,52.0,11.5,0.35,Wednesday,10,False,False,False,False,False,True,2014,478,3249.0,0,1
2014-10-23,13371,52.2,59.0,51.1,15.6,1.0,Thursday,10,False,False,False,True,False,False,2014,479,2724.84,0,1
2014-10-24,29837,54.7,62.1,51.1,11.2,0.23,Friday,10,False,False,False,False,False,False,2014,480,2992.09,0,1
2014-10-25,24952,58.7,68.0,51.1,8.3,0.0,Saturday,10,False,True,False,False,False,False,2014,481,3445.6900000000005,1,0
2014-10-26,20768,59.6,68.0,52.0,13.3,0.0,Sunday,10,False,False,True,False,False,False,2014,482,3552.1600000000003,1,0
2014-10-27,28806,57.0,64.0,51.1,11.0,0.0,Monday,10,True,False,False,False,False,False,2014,483,3249.0,0,0
2014-10-28,32956,60.4,72.0,51.1,6.1,0.0,Tuesday,10,False,False,False,False,True,False,2014,484,3648.16,0,0
2014-10-29,29999,64.2,72.0,53.1,7.1,0.0,Wednesday,10,False,False,False,False,False,True,2014,485,4121.64,0,0
2014-10-30,31133,54.0,72.0,50.0,8.4,0.0,Thursday,10,False,False,False,True,False,False,2014,486,2916.0,0,0
2014-10-31,27785,49.9,57.9,45.0,9.3,0.0,Friday,10,False,False,False,False,False,False,2014,487,2490.0099999999998,0,0
2014-11-01,6002,48.1,55.0,45.0,15.1,0.05,Saturday,11,False,True,False,False,False,False,2014,488,2313.61,1,1
2014-11-02,14100,44.6,48.0,42.1,19.4,0.17,Sunday,11,False,False,True,False,False,False,2014,489,1989.16,1,1
2014-11-03,26757,48.1,62.1,41.0,13.6,0.0,Monday,11,True,False,False,False,False,False,2014,490,2313.61,0,0
2014-11-04,31174,60.2,69.1,41.0,8.5,0.0,Tuesday,11,False,False,False,False,True,False,2014,491,3624.0400000000004,0,0
2014-11-05,30539,61.4,69.1,55.0,9.0,0.0,Wednesday,11,False,False,False,False,False,True,2014,492,3769.96,0,0
2014-11-06,12283,52.7,64.0,48.0,5.3,0.13,Thursday,11,False,False,False,True,False,False,2014,493,2777.2900000000004,0,1
2014-11-07,25355,49.6,59.0,45.0,12.9,0.21,Friday,11,False,False,False,False,False,False,2014,494,2460.1600000000003,0,1
2014-11-08,17443,42.4,52.0,37.9,11.0,0.0,Saturday,11,False,True,False,False,False,False,2014,495,1797.76,1,0
2014-11-09,18207,49.9,57.0,37.9,6.2,0.0,Sunday,11,False,False,True,False,False,False,2014,496,2490.0099999999998,1,0
2014-11-10,27655,51.8,61.0,42.1,3.4,0.0,Monday,11,True,False,False,False,False,False,2014,497,2683.24,0,0
2014-11-11,29358,54.9,64.0,42.1,5.0,0.0,Tuesday,11,False,False,False,False,True,False,2014,498,3014.0099999999998,0,0
2014-11-12,27807,58.7,66.0,46.9,5.6,0.0,Wednesday,11,False,False,False,False,False,True,2014,499,3445.6900000000005,0,0
2014-11-13,20652,45.7,66.0,39.9,5.3,0.0,Thursday,11,False,False,False,True,False,False,2014,500,2088.4900000000002,0,0
2014-11-14,21082,39.3,48.0,36.0,12.4,0.2,Friday,11,False,False,False,False,False,False,2014,501,1544.4899999999998,0,1
2014-11-15,14057,37.8,43.0,34.0,9.7,0.03,Saturday,11,False,True,False,False,False,False,2014,502,1428.8399999999997,1,1
2014-11-16,13272,39.4,44.1,34.0,5.4,0.0,Sunday,11,False,False,True,False,False,False,2014,503,1552.36,1,0
2014-11-17,8116,43.6,53.1,35.1,5.8,0.51,Monday,11,True,False,False,False,False,False,2014,504,1900.96,0,1
2014-11-18,16691,37.1,53.1,28.0,16.2,1.0,Tuesday,11,False,False,False,False,True,False,2014,505,1376.41,0,1
2014-11-19,16694,26.7,46.0,21.9,12.9,0.0,Wednesday,11,False,False,False,False,False,True,2014,506,712.89,0,0
2014-11-20,20611,38.1,46.0,21.9,11.2,0.0,Thursday,11,False,False,False,True,False,False,2014,507,1451.6100000000001,0,0
2014-11-21,17806,33.1,46.0,28.0,15.8,0.0,Friday,11,False,False,False,False,False,False,2014,508,1095.6100000000001,0,0
2014-11-22,12682,34.3,43.0,28.0,8.8,0.0,Saturday,11,False,True,False,False,False,False,2014,509,1176.4899999999998,1,0
2014-11-23,15669,46.9,55.0,28.9,7.9,0.0,Sunday,11,False,False,True,False,False,False,2014,510,2199.6099999999997,1,0
2014-11-24,23031,57.5,64.0,44.1,10.6,0.61,Monday,11,True,False,False,False,False,False,2014,511,3306.25,0,1
2014-11-25,25580,60.1,66.9,48.9,9.7,0.0,Tuesday,11,False,False,False,False,True,False,2014,512,3612.01,0,0
2014-11-26,3675,44.0,53.1,33.8,9.8,0.0,Wednesday,11,False,False,False,False,False,True,2014,513,1936.0,0,0
2014-11-27,3945,36.5,51.1,34.0,11.3,1.07,Thursday,11,False,False,False,True,False,False,2014,514,1332.25,0,1
2014-11-28,8378,34.4,37.9,30.9,13.1,0.01,Friday,11,False,False,False,False,False,False,2014,515,1183.36,0,1
2014-11-29,8183,31.4,37.0,28.9,5.9,0.0,Saturday,11,False,True,False,False,False,False,2014,516,985.9599999999999,1,0
2014-11-30,12384,46.5,53.1,28.9,7.7,0.0,Sunday,11,False,False,True,False,False,False,2014,517,2162.25,1,0
2014-12-01,18519,55.4,64.0,44.1,7.6,0.0,Monday,12,True,False,False,False,False,False,2014,518,3069.16,0,0
2014-12-02,15367,39.7,46.0,35.1,12.3,0.05,Tuesday,12,False,False,False,False,True,False,2014,519,1576.0900000000001,0,1
2014-12-03,13472,43.5,46.9,35.1,8.3,0.12,Wednesday,12,False,False,False,False,False,True,2014,520,1892.25,0,1
2014-12-04,21335,42.0,46.9,37.9,11.3,0.09,Thursday,12,False,False,False,True,False,False,2014,521,1764.0,0,1
2014-12-05,15818,38.4,46.0,34.0,9.3,0.0,Friday,12,False,False,False,False,False,False,2014,522,1474.56,0,0
2014-12-06,4047,44.9,48.9,34.0,4.1,0.7,Saturday,12,False,True,False,False,False,False,2014,523,2016.0099999999998,1,1
2014-12-07,10510,39.4,48.9,34.0,15.3,1.14,Sunday,12,False,False,True,False,False,False,2014,524,1552.36,1,1
2014-12-08,15557,29.8,34.0,24.8,13.7,0.03,Monday,12,True,False,False,False,False,False,2014,525,888.0400000000001,0,1
2014-12-09,6713,38.7,45.0,25.0,18.1,0.45,Tuesday,12,False,False,False,False,True,False,2014,526,1497.6900000000003,0,1
2014-12-10,10399,38.6,45.0,32.0,14.8,2.26,Wednesday,12,False,False,False,False,False,True,2014,527,1489.96,0,1
2014-12-11,18141,34.2,37.0,30.2,14.9,0.02,Thursday,12,False,False,False,True,False,False,2014,528,1169.64,0,1
2014-12-12,17892,34.5,37.9,30.9,12.7,0.03,Friday,12,False,False,False,False,False,False,2014,529,1190.25,0,1
2014-12-13,12549,37.2,44.1,32.0,13.7,0.0,Saturday,12,False,True,False,False,False,False,2014,530,1383.8400000000001,1,0
2014-12-14,11941,40.4,45.0,35.1,11.3,0.0,Sunday,12,False,False,True,False,False,False,2014,531,1632.1599999999999,1,0
2014-12-15,19382,41.6,48.9,37.0,5.9,0.0,Monday,12,True,False,False,False,False,False,2014,532,1730.5600000000002,0,0
2014-12-16,16816,41.5,48.9,36.0,5.6,0.0,Tuesday,12,False,False,False,False,True,False,2014,533,1722.25,0,0
2014-12-17,20346,46.5,53.1,36.0,8.6,0.19,Wednesday,12,False,False,False,False,False,True,2014,534,2162.25,0,1
2014-12-18,19051,41.0,53.1,37.9,15.4,0.03,Thursday,12,False,False,False,True,False,False,2014,535,1681.0,0,1
2014-12-19,17200,36.8,43.0,33.1,13.5,0.0,Friday,12,False,False,False,False,False,False,2014,536,1354.2399999999998,0,0
2014-12-20,9582,31.9,37.9,30.0,7.8,0.0,Saturday,12,False,True,False,False,False,False,2014,537,1017.6099999999999,1,0
2014-12-21,8747,33.1,36.0,30.0,5.7,0.0,Sunday,12,False,False,True,False,False,False,2014,538,1095.6100000000001,1,0
2014-12-22,13560,37.9,43.0,32.0,7.1,0.0,Monday,12,True,False,False,False,False,False,2014,539,1436.4099999999999,0,0
2014-12-23,9422,44.1,46.4,42.8,9.9,0.17,Tuesday,12,False,False,False,False,True,False,2014,540,1944.8100000000002,0,1
2014-12-24,4285,44.5,54.0,42.8,7.8,0.08,Wednesday,12,False,False,False,False,False,True,2014,541,1980.25,0,1
2014-12-25,4890,52.6,63.0,43.0,12.0,0.71,Thursday,12,False,False,False,True,False,False,2014,542,2766.76,0,1
2014-12-26,9895,45.3,63.0,39.9,9.4,0.07,Friday,12,False,False,False,False,False,False,2014,543,2052.0899999999997,0,1
2014-12-27,10247,47.4,55.0,39.9,4.6,0.0,Saturday,12,False,True,False,False,False,False,2014,544,2246.7599999999998,1,0
2014-12-28,7902,48.1,55.0,42.1,6.8,0.0,Sunday,12,False,False,True,False,False,False,2014,545,2313.61,1,0
2014-12-29,13549,41.3,52.0,37.9,10.0,0.1,Monday,12,True,False,False,False,False,False,2014,546,1705.6899999999998,0,1
2014-12-30,12196,32.6,44.1,28.9,8.0,0.0,Tuesday,12,False,False,False,False,True,False,2014,547,1062.76,0,0
2014-12-31,9739,29.4,35.1,27.0,7.8,0.0,Wednesday,12,False,False,False,False,False,True,2014,548,864.3599999999999,0,0
2015-01-01,5317,31.2,39.0,27.0,11.5,0.0,Thursday,1,False,False,False,True,False,False,2015,549,973.4399999999999,0,0
2015-01-02,11304,38.6,42.1,27.0,12.6,0.0,Friday,1,False,False,False,False,False,False,2015,550,1489.96,0,0
2015-01-03,4478,35.2,42.1,30.9,8.1,0.0,Saturday,1,False,True,False,False,False,False,2015,551,1239.0400000000002,1,0
2015-01-04,7849,45.1,57.0,30.9,8.4,0.85,Sunday,1,False,False,True,False,False,False,2015,552,2034.0100000000002,1,1
2015-01-05,14506,42.5,57.0,28.9,18.2,0.13,Monday,1,True,False,False,False,False,False,2015,553,1806.25,0,1
2015-01-06,8739,21.2,28.9,17.6,8.7,0.0,Tuesday,1,False,False,False,False,True,False,2015,554,449.44,0,0
2015-01-07,9646,21.7,25.0,15.1,14.8,0.05,Wednesday,1,False,False,False,False,False,True,2015,555,470.89,0,1
2015-01-08,8779,13.2,25.0,8.1,14.6,0.0,Thursday,1,False,False,False,True,False,False,2015,556,174.23999999999998,0,0
2015-01-09,7930,24.0,33.1,8.1,13.3,0.0,Friday,1,False,False,False,False,False,False,2015,557,576.0,0,0
2015-01-10,6109,21.7,33.1,17.1,13.3,0.06,Saturday,1,False,True,False,False,False,False,2015,558,470.89,1,1
2015-01-11,7467,24.8,37.0,17.1,8.5,0.0,Sunday,1,False,False,True,False,False,False,2015,559,615.0400000000001,1,0
2015-01-12,8645,36.0,37.9,19.0,5.6,0.0,Monday,1,True,False,False,False,False,False,2015,560,1296.0,0,0
2015-01-13,12797,30.2,39.0,19.0,12.1,0.39,Tuesday,1,False,False,False,False,True,False,2015,561,912.04,0,1
2015-01-14,13086,22.0,36.0,17.1,9.1,0.0,Wednesday,1,False,False,False,False,False,True,2015,562,484.0,0,0
2015-01-15,14075,29.5,34.0,17.1,7.6,0.0,Thursday,1,False,False,False,True,False,False,2015,563,870.25,0,0
2015-01-16,13843,34.0,42.1,25.0,13.0,0.0,Friday,1,False,False,False,False,False,False,2015,564,1156.0,0,0
2015-01-17,7491,22.3,42.1,17.1,11.8,0.0,Saturday,1,False,True,False,False,False,False,2015,565,497.29,1,0
2015-01-18,1795,32.7,41.0,17.1,4.6,0.0,Sunday,1,False,False,True,False,False,False,2015,566,1069.2900000000002,1,0
2015-01-19,10710,39.4,43.0,28.9,12.3,1.98,Monday,1,True,False,False,False,False,False,2015,567,1552.36,0,1
2015-01-20,16129,37.2,42.1,34.0,9.6,0.0,Tuesday,1,False,False,False,False,True,False,2015,568,1383.8400000000001,0,0
2015-01-21,15234,30.5,39.9,25.0,7.0,0.0,Wednesday,1,False,False,False,False,False,True,2015,569,930.25,0,0
2015-01-22,15864,34.0,39.0,25.0,5.3,0.0,Thursday,1,False,False,False,True,False,False,2015,570,1156.0,0,0
2015-01-23,15737,32.4,39.0,28.0,9.9,0.0,Friday,1,False,False,False,False,False,False,2015,571,1049.76,0,0
2015-01-24,4814,35.1,39.9,28.0,8.3,0.66,Saturday,1,False,True,False,False,False,False,2015,572,1232.01,1,1
2015-01-25,9379,37.6,42.1,32.0,12.8,0.07,Sunday,1,False,False,True,False,False,False,2015,573,1413.7600000000002,1,1
2015-01-26,4141,26.6,35.1,21.2,14.7,0.0,Monday,1,True,False,False,False,False,False,2015,574,707.5600000000001,0,0
2015-01-27,1214,24.4,30.0,19.9,14.9,0.45,Tuesday,1,False,False,False,False,True,False,2015,575,595.3599999999999,0,1
2015-01-28,5401,23.5,34.0,17.1,11.7,0.01,Wednesday,1,False,False,False,False,False,True,2015,576,552.25,0,1
2015-01-29,8870,26.3,34.0,17.1,6.1,0.0,Thursday,1,False,False,False,True,False,False,2015,577,691.69,0,0
2015-01-30,9015,33.9,37.0,21.0,10.8,0.07,Friday,1,False,False,False,False,False,False,2015,578,1149.2099999999998,0,1
2015-01-31,5188,20.4,37.0,12.9,21.5,0.01,Saturday,1,False,True,False,False,False,False,2015,579,416.15999999999997,1,1
2015-02-01,6441,27.5,36.0,12.9,8.8,0.0,Sunday,2,False,False,True,False,False,False,2015,580,756.25,1,0
2015-02-02,1459,29.6,36.0,19.9,11.2,0.84,Monday,2,True,False,False,False,False,False,2015,581,876.1600000000001,0,1
2015-02-03,4754,19.3,33.1,14.0,13.4,0.26,Tuesday,2,False,False,False,False,True,False,2015,582,372.49,0,1
2015-02-04,8973,30.0,39.9,14.0,5.6,0.0,Wednesday,2,False,False,False,False,False,True,2015,583,900.0,0,0
2015-02-05,9208,33.2,41.0,21.0,12.1,0.0,Thursday,2,False,False,False,True,False,False,2015,584,1102.2400000000002,0,0
2015-02-06,8575,18.1,39.9,12.0,13.3,0.0,Friday,2,False,False,False,False,False,False,2015,585,327.61000000000007,0,0
2015-02-07,6790,29.0,36.0,12.0,7.1,0.0,Saturday,2,False,True,False,False,False,False,2015,586,841.0,1,0
2015-02-08,6662,33.0,36.0,26.1,8.9,0.01,Sunday,2,False,False,True,False,False,False,2015,587,1089.0,1,1
2015-02-09,5160,28.9,35.6,25.9,15.3,0.03,Monday,2,True,False,False,False,False,False,2015,588,835.2099999999999,0,1
2015-02-10,10328,29.9,39.0,26.1,11.0,0.04,Tuesday,2,False,False,False,False,True,False,2015,589,894.0099999999999,0,1
2015-02-11,11439,28.4,39.0,21.9,9.3,0.0,Wednesday,2,False,False,False,False,False,True,2015,590,806.56,0,0
2015-02-12,11269,32.3,39.9,21.9,6.9,0.0,Thursday,2,False,False,False,True,False,False,2015,591,1043.2899999999997,0,0
2015-02-13,7642,17.6,39.9,9.0,18.2,0.0,Friday,2,False,False,False,False,False,False,2015,592,309.76000000000005,0,0
2015-02-14,4614,22.9,32.0,9.0,7.1,0.0,Saturday,2,False,True,False,False,False,False,2015,593,524.41,1,0
2015-02-15,2581,20.5,32.0,10.9,19.7,0.01,Sunday,2,False,False,True,False,False,False,2015,594,420.25,1,1
2015-02-16,3998,10.2,26.1,3.9,15.4,0.0,Monday,2,True,False,False,False,False,False,2015,595,104.03999999999999,0,0
2015-02-17,4784,19.4,28.0,3.9,6.6,0.11,Tuesday,2,False,False,False,False,True,False,2015,596,376.35999999999996,0,1
2015-02-18,9170,24.2,30.9,14.0,5.0,0.02,Wednesday,2,False,False,False,False,False,True,2015,597,585.64,0,1
2015-02-19,7799,22.0,30.9,15.1,14.9,0.0,Thursday,2,False,False,False,True,False,False,2015,598,484.0,0,0
2015-02-20,6159,10.9,27.0,3.0,18.2,0.0,Friday,2,False,False,False,False,False,False,2015,599,118.81,0,0
2015-02-21,3157,20.1,28.9,3.0,8.0,0.01,Saturday,2,False,True,False,False,False,False,2015,600,404.01000000000005,1,1
2015-02-22,4274,34.1,42.1,14.0,3.7,0.71,Sunday,2,False,False,True,False,False,False,2015,601,1162.8100000000002,1,1
2015-02-23,7458,29.3,42.1,16.0,14.0,0.11,Monday,2,True,False,False,False,False,False,2015,602,858.49,0,1
2015-02-24,7402,12.4,37.9,6.1,9.9,0.0,Tuesday,2,False,False,False,False,True,False,2015,603,153.76000000000002,0,0
2015-02-25,10751,27.7,37.9,6.1,8.7,0.0,Wednesday,2,False,False,False,False,False,True,2015,604,767.29,0,0
2015-02-26,9901,26.9,37.9,21.0,9.3,0.0,Thursday,2,False,False,False,True,False,False,2015,605,723.6099999999999,0,0
2015-02-27,9864,23.7,32.0,19.0,7.3,0.0,Friday,2,False,False,False,False,False,False,2015,606,561.6899999999999,0,0
2015-02-28,6318,22.1,30.0,15.1,7.2,0.0,Saturday,2,False,True,False,False,False,False,2015,607,488.4100000000001,1,0
2015-03-01,2879,26.7,30.0,15.1,4.4,0.0,Sunday,3,False,False,True,False,False,False,2015,608,712.89,1,0
2015-03-02,7283,32.2,37.9,24.1,9.0,0.48,Monday,3,True,False,False,False,False,False,2015,609,1036.8400000000001,0,1
2015-03-03,6533,28.4,37.9,24.1,9.8,0.0,Tuesday,3,False,False,False,False,True,False,2015,610,806.56,0,0
2015-03-04,7514,38.9,46.9,24.1,8.0,0.73,Wednesday,3,False,False,False,False,False,True,2015,611,1513.2099999999998,0,1
2015-03-05,1637,32.9,44.1,21.2,8.6,0.46,Thursday,3,False,False,False,True,False,False,2015,612,1082.4099999999999,0,1
2015-03-06,5162,21.0,41.0,15.1,7.1,0.38,Friday,3,False,False,False,False,False,False,2015,613,441.0,0,1
2015-03-07,5590,26.8,37.9,15.1,9.3,0.0,Saturday,3,False,True,False,False,False,False,2015,614,718.24,1,0
2015-03-08,7898,40.2,48.0,35.1,8.4,0.0,Sunday,3,False,False,True,False,False,False,2015,615,1616.0400000000002,1,0
2015-03-09,14878,44.9,54.0,35.1,6.5,0.02,Monday,3,True,False,False,False,False,False,2015,616,2016.0099999999998,0,1
